Temperature,Humidity,CO2,Occupancy
20.39,18.7,439,0
20.39,18.7,434,0
20.445,18.7,430,0
20.445,18.7,435,0
20.5,18.7,437.5,0
20.5,18.7,434,0
20.445,18.7,436,0
20.445,18.7,432.5,0
20.46333333,18.7,429.5,0
20.39,18.7,430,0
20.5,18.7,436,0
20.5,18.745,436.5,0
20.46333333,18.66666667,439.3333333,0
20.39,18.6,435,0
20.39,18.6,432,0
20.39,18.65,431,0
20.39,18.7,425.5,0
20.39,18.7,429,0
20.39,18.7,431.5,0
20.39,18.6,435,0
20.39,18.7,428,0
20.39,18.7,431.5,0
20.39,18.7,432.5,0
20.445,18.7,434.5,0
20.39,18.7,429,0
20.39,18.66666667,428.6666667,0
20.39,18.7,432,0
20.39,18.7,430,0
20.39,18.7,431,0
20.445,18.6,431.5,0
20.39,18.7,433,0
20.39,18.7,437.5,0
20.39,18.7,434,0
20.39,18.7,432,0
20.39,18.65,433,0
20.39,18.7,425.5,0
20.39,18.7,423,0
20.39,18.66666667,430,0
20.39,18.6,434,0
20.35666667,18.6,428.6666667,0
20.29,18.65,427,0
20.34,18.7,425.5,0
20.34,18.7,433.5,0
20.34,18.7,434.5,0
20.39,18.7,427,0
20.39,18.65,433,0
20.34,18.65,433.5,0
20.35666667,18.66666667,432.6666667,0
20.39,18.7,430,0
20.34,18.7,430.5,0
20.39,18.7,431,0
20.39,18.65,431.3333333,0
20.39,18.7,433,0
20.39,18.7,432,0
20.39,18.7,430,0
20.34,18.7,431.5,0
20.39,18.7,430.3333333,0
20.39,18.7,429,0
20.35666667,18.66666667,432.6666667,0
20.34,18.6,431.5,0
20.29,18.745,428,0
20.29,18.745,425.5,0
20.29,18.745,430.5,0
20.29,18.79,432,0
20.29,18.7,433,0
20.29,18.745,435.5,0
20.29,18.79,431.5,0
20.29,18.7675,432.75,0
20.29,18.7,437,0
20.29,18.7,433.5,0
20.29,18.7,434,0
20.245,18.695,438.5,0
20.29,18.79,436.5,0
20.29,18.79,437,0
20.29,18.79,436,0
20.29,18.79,441,0
20.29,18.79,440,0
20.29,18.745,437,0
20.29,18.79,438.5,0
20.29,18.84,433,0
20.245,18.795,434,0
20.29,18.76,437,0
20.29,18.79,435,0
20.29,18.79,434,0
20.29,18.79,437,0
20.29,18.745,434.5,0
20.29,18.745,439,0
20.29,18.79,433,0
20.29,18.7,434,0
20.245,18.745,433,0
20.245,18.745,432.5,0
20.245,18.745,433,0
20.2,18.745,433,0
20.245,18.84,432,0
20.2,18.79,434,0
20.29,18.79,433,0
20.245,18.745,430.5,0
20.29,18.79,433,0
20.29,18.745,434,0
20.29,18.84,430,0
20.29,18.79,431.3333333,0
20.29,18.7,439,0
20.29,18.79,439,0
20.29,18.73,442,0
20.2,18.7,432,0
20.23,18.73,427.5,0
20.29,18.745,433,0
20.29,18.6,437,0
20.29,18.7,432,0
20.2,18.7,426,0
20.29,18.7,431,0
20.29,18.7,433.3333333,0
20.29,18.675,429.25,0
20.26,18.63333333,433.3333333,0
20.245,18.65,430.5,0
20.29,18.7,430,0
20.29,18.7,433.5,0
20.29,18.6,432.5,0
20.29,18.7,432,0
20.29,18.7,434,0
20.29,18.6,429,0
20.29,18.65,438,0
20.29,18.7,439,0
20.29,18.7,433,0
20.29,18.65,433.5,0
20.29,18.6,431,0
20.32333333,18.56666667,432.6666667,0
20.39,18.6,434,0
20.39,18.6,434,0
20.39,18.6,436.5,0
20.39,18.6,432.6666667,0
20.39,18.6,429.75,0
20.39,18.5,428.5,0
20.39,18.6,434,0
20.29,18.6,435.5,0
20.29,18.39,432,0
20.245,18.6,433,0
20.29,18.7,434,0
20.29,18.65,433.5,0
20.2,18.6,432,0
20.2,18.6,431,0
20.2,18.6,435,0
20.2,18.6,438,0
20.2,18.6,432,0
20.1,18.6,430,0
20.2,18.6,428.5,0
20.2,18.6,432.6666667,0
20.2,18.6,432,0
20.2,18.6,430,0
20.2,18.6,431.3333333,0
20.2,18.6,432.6666667,0
20.2,18.6,434,0
20.2,18.6,429,0
20.2,18.6,429,0
20.2,18.6,433,0
20.2,18.6,436,0
20.2,18.6,440,0
20.2,18.6,436,0
20.2,18.6,435,0
20.2,18.56666667,430,0
20.2,18.6,425.5,0
20.2,18.6,432,0
20.245,18.6,439.5,0
20.29,18.6,434,0
20.29,18.5,442,0
20.29,18.5,439,0
20.29,18.56666667,436.6666667,0
20.29,18.5,439,0
20.29,18.5,436,0
20.29,18.5,435,0
20.29,18.55,439,0
20.29,18.5,433,0
20.29,18.5,435,0
20.29,18.5,436,0
20.245,18.5,438,0
20.245,18.55,439,0
20.2,18.5,436.5,0
20.2,18.5,432.6666667,0
20.2,18.5,427.5,0
20.2,18.5,427,0
20.245,18.55,432,0
20.245,18.55,438,0
20.2,18.5,436,0
20.2,18.5,434,0
20.2,18.6,435,0
20.2,18.6,435,0
20.2,18.6,434,0
20.2,18.6,439,1
20.175,18.6,437.5,0
20.175,18.675,440.75,0
20.2,18.7,442,0
20.175,18.7,448.5,0
20.1,18.745,451,0
20.15,18.7,457.25,1
20.13333333,18.7,458.6666667,0
20.175,18.7225,456,0
20.125,18.865,458,1
20.15,18.89,460,1
20.2,18.89,459.75,1
20.2,19.05,464,1
20.2225,19.05,463.5,1
20.2675,19.2175,470.25,1
20.29,19.2225,483.5,1
20.315,19.245,488.6666667,1
20.39,19.22,496.25,1
20.39,19.26,496.25,1
20.4175,19.29,497,1
20.42666667,19.16333333,504,1
20.4725,19.0975,503.25,1
20.525,19.315,509.25,1
20.5,19.2425,515,1
20.56666667,19.2,515.3333333,1
20.625,19.4175,524.5,1
20.65,19.4725,531,1
20.7,19.5,530.3333333,1
20.7,19.5,533.6666667,1
20.7,19.575,535.75,1
20.7225,19.6,546.25,1
20.7,19.53333333,547,1
20.79,19.4725,546.25,1
20.79,19.5,551.25,1
20.79,19.53333333,560,1
20.79,19.525,564,1
20.815,19.625,568.75,1
20.79,19.63333333,572,1
20.84,19.65,573,1
20.89,19.72,575.25,1
20.865,19.65,579.5,1
20.89,19.6,583.5,1
20.89,19.63333333,585.3333333,1
20.89,19.7,587.5,1
20.89,19.65,591.5,1
20.89,19.7,594,1
20.89,19.625,597.5,1
20.89,19.63333333,595.3333333,1
20.865,19.675,590.75,1
20.865,19.7425,589.75,1
20.82333333,19.66666667,591,1
20.84,19.695,589.5,1
20.89,19.7225,595.75,1
20.865,19.7225,596.75,1
20.85666667,19.76,598.6666667,1
20.865,19.7675,605.5,1
20.84,19.745,609,1
20.84,19.745,614,1
20.84,19.745,614.75,1
20.89,19.79,621,1
20.865,19.7675,620.25,1
20.865,19.7675,617.5,1
20.865,19.7675,621.25,1
20.89,19.79,616.6666667,1
20.865,19.7675,620,1
20.85666667,19.76,628.3333333,1
20.84,19.7675,635.25,1
20.865,19.7675,636.5,1
20.89,19.79,635.5,1
20.89,19.79,635.75,1
20.865,19.7675,637.5,1
20.84,19.745,629.75,1
20.865,19.7675,637.25,1
20.89,19.79,647.3333333,1
20.865,19.7675,646,1
20.82333333,19.73,642.6666667,1
20.85666667,19.79333333,648,1
20.89,19.79,655,1
20.9175,19.79,650.5,1
20.92666667,19.79,643.6666667,1
20.9175,19.79,642,1
20.96333333,19.79,639.3333333,1
20.89,19.79,648,1
20.89,19.815,649,1
20.89,19.79,654,1
20.89,19.92666667,660,1
20.89,20.13333333,677.3333333,1
20.89,20.354,698.2,1
20.89,20.4725,709.25,1
20.92666667,20.39,712,1
20.945,20.5,710,1
20.945,20.445,708,1
20.945,20.55,707.5,1
20.945,20.6975,725.75,1
20.9725,20.7675,733.25,1
21,20.79,735.3333333,1
21,20.815,740.75,1
21,20.865,744.25,1
21,20.79,757,1
21,20.79,759,1
21,20.815,752.25,1
21,20.865,754.5,1
21.025,20.945,758.5,1
21.05,21,764,1
21.05,21.05,765.25,1
21.1,21.15,769.75,1
21.1,21.245,780.25,1
21.1,21.29,786,1
21.1,21.2225,783.25,1
21.1,21.2675,787,1
21.1,21.2,787.6666667,1
21.1,21.2,786.75,1
21.1,21.2,782.5,1
21.1,21.1,779.75,1
21.1,21.05,777.5,1
21.1,21.1,779.3333333,1
21.175,21.075,782.75,1
21.15,21.05,787.5,1
21.2,21.075,777,1
21.2,21.06666667,789.6666667,1
21.175,21.075,805.25,1
21.2,20.9975,801.25,1
21.2,21,796,1
21.2225,21.025,793.25,1
21.29,20.96333333,788.3333333,1
21.2675,21,794.5,1
21.29,21,797.5,1
21.32333333,21.03333333,810,1
21.29,21,812.5,1
21.29,21.03333333,813.6666667,1
21.315,20.9725,809.25,1
21.29,21,812.3333333,1
21.29,21.03333333,807.6666667,1
21.315,21,810.5,1
21.34,21,811.5,1
21.325,20.978,808,1
21.31,20.956,804.5,1
21.32333333,20.86,797.3333333,1
21.35666667,20.92666667,796.3333333,1
21.39,20.865,798.5,1
21.39,20.79,796,1
21.34,20.995,801.25,1
21.34,21.1,811,1
21.29,21.245,821.5,1
21.34,21.2675,830.25,1
21.29,21.29,835,1
21.34,21.2,831,1
21.315,21.29,834.75,1
21.29,21.29,837,1
21.315,21.29,841,1
21.315,21.2675,844.5,1
21.39,21.34,847,1
21.39,21.2675,842.5,1
21.39,21.2,841,1
21.39,21.2475,839.5,1
21.365,21.3175,844.5,1
21.39,21.2,847,1
21.39,21.2675,847.75,1
21.32333333,21.23,843.3333333,1
21.365,21.315,847.25,1
21.39,21.34,848.5,1
21.34,21.445,848.5,1
21.39,21.39,854.25,1
21.34,21.1475,848.25,1
21.35666667,21.2,844.3333333,1
21.29,21.2,836.5,1
21.32333333,21.2,838,1
21.315,21.125,841.5,1
21.34,21,832,1
21.315,20.865,825,1
21.315,20.9175,824,1
21.29,21.175,826.75,1
21.29,21.1,824,1
21.29,21.2,827.5,1
21.29,21.236,843.5,1
21.365,21.17,845.6,1
21.39,20.79,837.3333333,1
21.32333333,21.06666667,825.6666667,1
21.39,20.97,831.75,1
21.4725,21.0475,832.25,1
21.5,21.1,843,1
21.5,20.725,839,1
21.5,20.84,832.5,1
21.6,21.0225,840,1
21.65,20.9175,850,1
21.675,21.1,853.75,1
21.7,21,852,1
21.7,20.9725,856.25,1
21.7,20.945,854.5,1
21.7,20.89,854,1
21.7,20.815,850.75,1
21.7,20.8925,844.5,1
21.7,21.075,850.75,1
21.73,20.89,861,1
21.73,20.93,865,1
21.7675,20.795,860.75,1
21.754,20.896,853.25,1
21.73,20.7,849.75,1
21.79,20.945,844.5,1
21.7225,20.87,846.75,1
21.745,20.7225,852.5,1
21.7,20.79,851,1
21.7,20.7675,854.75,1
21.73,20.73,852.6666667,1
21.7225,20.7,848.25,1
21.7225,20.7,848,1
21.7,20.6,846,1
21.7,20.745,844.5,1
21.7675,20.7925,846.75,1
21.76,20.73,849,1
21.79,20.55,837,1
21.79,20.5,830.3333333,1
21.79,20.65,829.5,1
21.73,20.56666667,830.6666667,1
21.79,20.6,834.25,1
21.79,20.6225,833.5,1
21.79,20.5,827.6666667,1
21.79,20.678,821.25,1
21.745,20.5,822.3333333,1
21.745,20.6,821.75,1
21.7,20.66666667,826,1
21.7225,20.65,829.5,1
21.7,20.6,832,1
21.7,20.6,823,1
21.7,20.6,824,1
21.7,20.6,825.25,1
21.7,20.625,830.75,1
21.7,20.5,831,1
21.7225,20.6,826,1
21.76,20.53333333,818.3333333,1
21.7225,20.525,815.75,1
21.7225,20.5,816,0
21.7,20.5,813.25,0
21.7,20.39,806,0
21.7,20.525,804.5,0
21.7,20.46,801,1
21.7,20.575,796,1
21.7,20.4425,801,1
21.7,20.39,803,1
21.7,20.39,795.6666667,1
21.7,20.4175,794,1
21.7,20.5,787,1
21.7,20.39,787,1
21.7,20.39,788,1
21.7,20.39,786.5,1
21.7,20.39,788.25,1
21.7,20.39,788.3333333,1
21.7,20.39,781,1
21.65,20.365,788.75,1
21.63333333,20.32333333,790.6666667,1
21.65,20.34,789.5,1
21.7,20.39,794.3333333,1
21.675,20.4175,792.5,1
21.65,20.2475,789.5,1
21.7,20.53333333,785.5,1
21.7,20.4725,792.6,1
21.7,20.42666667,800,1
21.7,20.46333333,795,1
21.7,20.32,795.75,1
21.675,20.4175,802,1
21.7,20.39,803,1
21.7,20.39,796.25,1
21.7,20.39,806.6666667,1
21.7,20.39333333,805.6666667,1
21.7,20.29,803,1
21.7,20.4175,800.25,1
21.7,20.39,793,1
21.7,20.39,791,1
21.7,20.5,800.5,1
21.7,20.42666667,808,1
21.7,20.39,805.5,1
21.7,20.39,804,1
21.7,20.34,798.5,1
21.7225,20.315,806.25,1
21.7,20.2475,802.5,1
21.73,20.29333333,794.3333333,1
21.79,20.3425,800.25,1
21.7675,20.3175,806,1
21.79,20.245,804.5,1
21.79,20.295,801,1
21.79,20.295,801.5,1
21.79,20.2675,805,1
21.79,20.23,802.3333333,1
21.76,20.26,800.6666667,1
21.79,20.2925,799.5,1
21.79,20.245,806,1
21.73,20.35666667,812.6666667,1
21.745,20.34,816.5,1
21.76,20.39,820.3333333,1
21.7675,20.545,817.5,1
21.79,20.39,811.3333333,1
21.745,20.39,820.75,1
21.745,20.4725,815.5,1
21.745,20.445,821,1
21.745,20.4425,821.5,1
21.7,20.495,813,1
21.73,20.35666667,801.6666667,1
21.73,20.29,799,1
21.7,20.35666667,799.6666667,1
21.7,20.2675,797.25,1
21.7,20.2225,789.75,1
21.7,20.2,780.25,1
21.7,20.16666667,782.3333333,1
21.7,20.1,779.3333333,1
21.7,20.14,773.5,1
21.7,20.15,771.6666667,1
21.7,20,769,1
21.7,20,763,1
21.7,20,760,1
21.7,20.1,752,1
21.7,20.125,757.5,1
21.7,20.025,759,1
21.7,20,757.75,1
21.7,20.075,754.75,0
21.7,20.075,755,0
21.65,20.05,753.5,0
21.65,20.05,760,0
21.6,20,758,0
21.6,20,751.75,0
21.6,20,739.25,0
21.53333333,19.96333333,732,0
21.55,20,733,0
21.525,20,723.5,0
21.5,19.9725,720.25,0
21.5,20,719.25,0
21.5,19.9725,714.3333333,0
21.4725,19.945,713.4,0
21.445,19.89,708,0
21.39,19.89,708.5,0
21.39,19.89,701,0
21.39,19.89,692.5,0
21.39,19.89,688.75,0
21.39,19.69666667,689.6666667,0
21.34,19.7675,676.25,0
21.29,19.72666667,671.3333333,0
21.29,19.66666667,665.3333333,0
21.29,19.745,662.25,1
21.29,19.7,660,1
21.29,19.625,662.5,1
21.29,19.575,658.75,1
21.29,19.6,659.25,1
21.29,19.55,652,1
21.29,19.6,653.5,1
21.29,19.55,658.5,1
21.29,19.4175,656,1
21.29,19.525,652.5,1
21.29,19.6,658.5,1
21.39,19.5,665.25,1
21.39,19.5,660,1
21.39,19.5,663.25,1
21.445,19.5,665,1
21.5,19.5,668.6666667,1
21.5,19.4725,667,1
21.5,19.445,664,1
21.5,19.4175,655.25,1
21.5,19.4725,655.5,1
21.5,19.445,659,1
21.5,19.365,656.25,1
21.5,19.39,659.5,1
21.5,19.29,654,1
21.5,19.315,647,0
21.5,19.39,652.6666667,0
21.55,19.34,663.75,0
21.6,19.35666667,652,0
21.6,19.29,653,0
21.625,19.2225,649.5,0
21.7,19.34,640,1
21.64,19.31,645.5,1
21.7,19.16666667,646,1
21.675,19.125,637.25,1
21.7,19.12,632.25,1
21.63333333,19.03,623.25,1
21.66666667,19.2,624,1
21.7,19.2,633.5,1
21.7,19.075,634.25,1
21.7,19.1,626,1
21.7225,19.1,629,1
21.745,19.05,626.75,1
21.76,19.06666667,626.6666667,1
21.79,18.99333333,631,1
21.79,19.05,629.75,1
21.7675,19,625,1
21.7675,19,626,1
21.79,19,627,1
21.79,19,630.6666667,1
21.79,19.15,639.25,1
21.76,19.03333333,642.3333333,1
21.79,19.05,637,1
21.79,19.1,654.5,1
21.79,19.2,658.5,1
21.79,19.2,669,1
21.82333333,19.23,673,1
21.89,19.32333333,680,1
21.815,19.3675,683.5,1
21.89,19.5,688.3333333,1
21.89,19.55,709.75,1
21.89,19.675,717.75,1
21.89,19.5,717,1
21.89,19.6,720.5,1
21.89,19.76,731,1
21.945,19.79,735.5,1
22,19.79,735.6666667,1
22,19.7175,733.25,1
22,19.7675,724.75,1
22,19.84,729,1
22,19.87,738,1
22,20,756.3333333,1
22,20,763.75,1
22.05,20.05,773.75,1
22.06666667,20.06666667,766,1
22.1,20.075,760,1
22.1,20.13333333,767,1
22.1,20.1975,768.5,1
22.1,20.1,767.5,1
22.1,20.13333333,767.6666667,1
22.125,20.3175,769.25,1
22.15,20.5,790,1
22.16666667,20.46333333,799.6666667,1
22.2,20.5,803.75,1
22.2,20.445,804.5,1
22.2,20.65,802.25,1
22.2,20.7225,816.75,1
22.2,20.55,812,1
22.2,20.55,810.3333333,1
22.2,20.7225,827,1
22.175,20.745,830.25,1
22.2,20.65,826,1
22.2,20.625,822.5,1
22.2,20.66333333,832,1
22.2,20.745,840,1
22.13333333,20.82333333,846,1
22.16666667,20.85666667,853.3333333,1
22.175,20.8975,857.5,1
22.2,20.7,860,1
22.2,20.945,863.5,1
22.2,20.92,865,1
22.2,21.1475,875,1
22.2,21.245,882.5,1
22.2,21.34,888.25,1
22.2,21.3175,894,1
22.2,21.29,895.3333333,1
22.2,21.4175,893,1
22.175,21.445,890,1
22.16666667,21.46333333,898,1
22.175,21.39,899.25,1
22.2,21.5,896,1
22.2,21.2925,902.5,1
22.2,21.4,903.3333333,1
22.2,21.445,904.5,1
22.2,21.5,905,1
22.2,21.575,910.75,1
22.2,21.7675,915.25,1
22.2,21.66666667,923.6666667,1
22.2,21.7675,930,1
22.15,21.745,930.5,1
22.2,21.7,925.25,1
22.16666667,21.76,920.3333333,1
22.125,21.7475,922,1
22.1,21.77,924,1
22.1,21.49666667,919.3333333,1
22.1,21.1475,893.5,1
22.1,21.67,884.5,1
22.1,21.84,914,1
22.1,21.63333333,925,1
22.1,21.1175,887,1
22.1,21.575,884.25,1
22.1,21.6,893.3333333,1
22.1,21.625,895,1
22.1,21.2925,889.75,1
22.1,21.15,880.5,1
22.075,21.2225,864.75,1
22.1,21.2,863,1
22.05,21.3975,868.5,1
22.06666667,21.49333333,876.3333333,1
22.075,21.3925,880.5,1
22.03333333,21.56666667,883.6666667,1
22.1,21.595,892,1
22.1,21.225,884.5,1
22.1,21.145,883.5,1
22.1,21.32,876,1
22.1,21.53333333,882.3333333,1
22.1,21.3925,908.5,1
22.1,21.16333333,892.3333333,1
22.1,21.365,878.25,1
22.1,21.06666667,870,1
22.1,20.96333333,866.6666667,1
22.1,21.26,863.3333333,1
22.1,21.445,883.5,1
22.1,21.46333333,896,1
22.1,21.445,901.75,1
22.1,21.2475,896.5,1
22.06666667,21.06666667,876.3333333,1
22.075,21.1725,865,1
22.05,21.2425,872,1
22,20.795,873.5,1
22,20.96333333,854,1
22,21.2425,865.25,1
22,20.94,870.5,1
22,21.15666667,858.6666667,1
22.00833333,21.08416667,861.6333333,1
22.01666667,21.01166667,864.6,1
22,20.92,858.25,1
21.9725,21.315,869.75,1
22,21.15,877.75,1
22,20.8675,867.75,1
22,20.945,861,1
22,21.32,866.5,1
22,21.3925,880.75,1
22,21.05,880,1
22,21.2725,874,1
21.96333333,21.46333333,885.6666667,1
21.9725,21.3925,901.25,1
21.96333333,21.29,893.6666667,1
21.89,21.1725,886.5,1
21.89,21.32333333,879,1
21.9175,21.315,879,1
21.89,21.39,884.25,1
21.89,21.245,877,1
21.89,21.22,875.75,1
21.89,21.34,877,1
21.89,21.29,879,1
21.89,21.1725,871.75,1
21.89,21.5225,880.5,1
21.89,21.39,895.6666667,1
21.89,21.2675,896,1
21.865,21.32,883,1
21.89,21.49666667,889,1
21.865,21.3175,890.5,1
21.79,21.53,897,1
21.84,21.4425,913.75,1
21.79,21.1975,902.5,1
21.76,21.2,890.3333333,1
21.745,21.1725,876,1
21.79,21.445,890,1
21.745,21.34,893,1
21.73,21.29333333,891.6666667,1
21.7225,21.5225,897.5,1
21.7225,21.5225,903.75,1
21.7,21.34,908.5,1
21.73,21.56666667,907,1
21.7225,21.525,910.5,1
21.745,21.675,917.25,1
21.79,21.6,926.5,1
21.79,21.55,925,1
21.79,21.63333333,921.6666667,1
21.7675,21.7675,934,1
21.7675,21.865,947.25,1
21.79,21.82333333,953,1
21.79,21.8175,959,1
21.79,21.945,959.5,1
21.7675,21.6975,962,1
21.76,21.82666667,944,1
21.7225,21.8925,953.5,1
21.745,21.815,949,1
21.7,21.82333333,948.6666667,1
21.745,21.815,952.75,1
21.7225,21.97,951.25,1
21.79,22.05,961.5,1
21.79,21.775,964.25,1
21.7675,21.745,951,1
21.79,21.79333333,945.6666667,1
21.79,21.7225,936,1
21.7675,21.79,935,1
21.79,21.745,938,1
21.7675,21.8175,926.75,1
21.7675,21.89,932,1
21.79,21.79,942,1
21.79,21.79,935,1
21.79,21.79,937.5,1
21.79,21.65,927.25,1
21.79,21.6,916.5,1
21.79,21.745,914,1
21.79,21.7,910,1
21.79,21.65,923,1
21.84,21.65,918.75,1
21.84,21.6,904,1
21.79,21.395,901,1
21.79,21.6,893,1
21.79,21.6225,885.5,1
21.745,21.575,890,1
21.7225,21.5475,886.5,1
21.7,21.42666667,887,1
21.7,21.525,883.25,1
21.7,21.445,874,1
21.7,21.575,874,1
21.7,21.53333333,871.6666667,1
21.7,21.6,879.25,1
21.7,21.516,872.75,1
21.7,21.36,868.5,1
21.7,21.5,859.75,1
21.7,21.2675,848.25,1
21.66666667,21.39,843,1
21.625,21.315,849,1
21.6,21.39,841.6666667,1
21.6,21.39,847.5,1
21.6,21.34,844.25,1
21.6,21.32333333,844.3333333,1
21.6,21.29,838.75,1
21.6,21.29,831.6666667,1
21.6,21.2675,822.25,1
21.6,21.2,817.5,1
21.6,21.13333333,819,1
21.6,21.13333333,817.6666667,1
21.6,21.2,818,1
21.625,21.2225,819.75,1
21.65,21.2,819.5,1
21.66666667,21.22666667,813,1
21.65,21.125,811.75,1
21.675,21.175,813.75,1
21.7,21.125,812,1
21.7,21.05,801,1
21.63333333,20.96333333,801,1
21.675,21.175,798.75,1
21.7,21.08,805.75,1
21.7,20.89,802.25,1
21.625,20.9975,791.5,1
21.65,20.9175,790.5,1
21.65,20.89,780.5,1
21.7,20.9175,781,1
21.7,20.96333333,780.3333333,1
21.7,20.85666667,778,1
21.7,20.865,778.5,1
21.7,20.945,780.75,1
21.7,20.84,772,1
21.7,20.89,777,1
21.7,20.89,780.5,1
21.7,20.84,778.5,0
21.675,20.9725,781.25,0
21.65,20.795,780.5,0
21.6,20.6,775.5,0
21.53333333,20.7,763.3333333,0
21.5,20.6,758,0
21.5,20.7,750.5,0
21.5,20.7,746,0
21.5,20.65,750,0
21.5,20.7,740,0
21.445,20.6,738.5,0
21.39,20.5,730.6666667,0
21.39,20.5,725.5,0
21.39,20.5,724,0
21.39,20.5,722.5,0
21.39,20.5,719,0
21.32333333,20.5,711,0
21.32333333,20.5,703.6666667,0
21.29,20.5,703,0
21.29,20.39333333,704.3333333,0
21.29,20.29,689,0
21.2,20.29,686.5,0
21.2,20.245,674.5,0
21.2,20.15,672,0
21.2,20.2,666.5,0
21.175,20.2,664.75,0
21.1,20.15,664.5,0
21.1,20.2,661,0
21.1,20.2,649.5,0
21.1,20.1,647,0
21.1,20.1,645.5,0
21.05,20.05,644,0
21,20,636.5,0
21,20,630.5,0
21,20,626,0
21,20,625,0
21,20,625.5,0
21,19.945,624,0
21,19.89,614,0
20.89,20,616.5,0
20.92666667,20,609.6666667,0
21,19.89333333,607.5,0
21,19.89,602,0
21,19.89,598,0
20.89,19.79,595.5,0
21,19.79,593,0
20.89,19.79,592,0
20.89,19.79,582,0
20.89,19.79,581.6666667,0
20.89,19.79,576.5,0
20.945,19.79,572.5,0
20.89,19.79,575.5,0
20.89,19.745,578.5,0
21,19.79,578,0
20.945,19.7,572.5,0
20.96333333,19.63333333,574.3333333,0
20.945,19.695,570,0
21,19.5,569,0
20.89,19.65,562,0
20.89,19.5,562,0
20.79,19.6,550,0
20.84,19.65,551,0
20.79,19.6,551.6666667,0
20.79,19.6,547,0
20.79,19.5,537,0
20.7,19.39,532.5,0
20.79,19.5,533,0
20.745,19.445,536,0
20.7,19.42666667,530,0
20.7,19.4725,531.4,0
20.7,19.445,520,0
20.7,19.39,521.5,0
20.7,19.5,528.5,0
20.7,19.5,530,0
20.63333333,19.32333333,523.6666667,0
20.6,19.29,525,0
20.6,19.34,523,0
20.6,19.35666667,525,0
20.6,19.29,517.5,0
20.6,19.39,519.5,0
20.63333333,19.39,519.3333333,0
20.6,19.29,516,0
20.6,19.29,516,0
20.65,19.29,513.5,0
20.6,19.29,509.5,0
20.5,19.29,502,0
20.5,19.29,503,0
20.5,19.29,501,0
20.39,19.245,500.5,0
20.34,19.29,498,0
20.39,19.445,499,0
20.39,19.29,497,0
20.39,19.34,498,0
20.39,19.29,492,0
20.5,19.29,492.5,0
20.5,19.29,491.5,0
20.445,19.245,492,0
20.39,19.29,490.5,0
20.39,19.34,492,0
20.5,19.34,489.5,0
20.445,19.29,488,0
20.39,19.29,484.5,0
20.39,19.245,485.5,0
20.445,19.29,481.5,0
20.5,19.29,484,0
20.5,19.29,483,0
20.5,19.29,479,0
20.5,19.245,483,0
20.5,19.26,479,0
20.5,19.2,481,0
20.39,19.2,477,0
20.39,19.2,475,0
20.39,19.29,474,0
20.39,19.245,476,0
20.39,19.2,472,0
20.39,19.2,474,0
20.39,19.2,479,0
20.39,19.2,476,0
20.39,19.245,476.5,0
20.39,19.2,472.3333333,0
20.39,19.245,473,0
20.39,19.2,471,0
20.445,19.2,471.5,0
20.5,19.2,467,0
20.5,19.2,455,0
20.445,19.15,458.5,0
20.39,19.1,462,0
20.39,19.1,465,0
20.39,19.2,468.5,0
20.39,19.1,463,0
20.39,19.1,458.5,0
20.39,19.2,454,0
20.39,19.15,462,0
20.39,19.1,463.3333333,0
20.39,19.1,458,0
20.29,19.16666667,460,0
20.29,19.2,457,0
20.29,19.1,466,0
20.29,19.2,465.5,0
20.29,19.2,461.5,0
20.2675,19.175,458,0
20.245,19.245,464,0
20.245,19.245,465.5,0
20.29,19.245,464,0
20.245,19.245,459.5,0
20.29,19.245,455.5,0
20.29,19.2,454,0
20.29,19.2,457.6666667,0
20.29,19.2,462,0
20.29,19.2,457,0
20.26,19.19666667,458.6666667,0
20.29,19.29,459,0
20.29,19.2,452,0
20.29,19.2,455,0
20.29,19.1,458,0
20.29,19.2,459.5,0
20.29,19.2,452.5,0
20.29,19.2,451,0
20.29,19.2,455,0
20.245,19.2,452.5,0
20.2,19.15,449,0
20.2,19.2,452,0
20.29,19.2,454,0
20.2,19.1,453,0
20.2,19.1,449,0
20.2,19.1,450,0
20.15,19.1,450,0
20.2,19.2,452,0
20.2,19.2,448.5,0
20.2,19.13333333,448.6666667,0
20.15,19.15,452,0
20.2,19.1,461.5,0
20.2,19.1,455,0
20.2,19,455,0
20.2,19.1,450,0
20.2,19.1,449,0
20.2,19.06666667,449.3333333,0
20.2,19.1,450,0
20.2,19,447,0
20.2,19.1,445,0
20.2,19.1,446,0
20.2,19,450,0
20.2,19.03333333,452.3333333,0
20.2,19.05,448,0
20.15,19.1,447.5,0
20.2,19.1,448.5,0
20.2,19.1,447,0
20.2,19.1,443.6666667,0
20.2,19.05,442,0
20.15,19,443,0
20.13333333,19.06666667,444.3333333,0
20.15,19.05,442,0
20.16666667,19.1,446.3333333,0
20.2,19,447.5,0
20.2,19,448.5,0
20.1,19.1,450,0
20.2,19.1,453,0
20.2,19,453,0
20.2,19.03333333,450.3333333,0
20.15,18.945,440.5,0
20.2,19.05,444.5,0
20.2,18.89,450,0
20.2,19,447,0
20.2,19,446,0
20.2,19,441.5,0
20.2,18.92666667,441.3333333,0
20.2,18.89,443,0
20.2,19,438.5,0
20.2,18.945,440.5,0
20.2,18.89,442.6666667,0
